fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,ph,sulphates,alcohol,quality,quality_category,so2_ratio,acid_alcohol_balance,sugar_acid_ratio
9.0,0.58,0.25,2.0,0.104,8.0,21.0,0.99769,3.27,0.72,9.6,5.0,1.0,0.36363636363636365,16.523235800344235,0.22219753360737698
5.1,0.42,0.0,1.8,0.044,18.0,88.0,0.9922475000000001,3.68,0.73,13.5,7.0,2.0,0.20224719101123595,32.066508313539195,0.3528719858851206
7.6,0.43,0.29,2.1,0.075,19.0,66.0,0.99718,3.4,0.64,9.5,5.0,1.0,0.2835820895522388,22.041763341067284,0.2762794369161953
7.7,0.18,0.34,2.7,0.066,15.0,58.0,0.9947,3.37,0.78,11.8,6.0,1.0,0.2542372881355932,65.19337016574586,0.3506038176860148
7.8,0.815,0.01,2.6,0.074,42.0,90.0,0.99621,3.38,0.62,10.8,5.0,1.0,0.46153846153846156,13.23529411764706,0.3332906037687476
7.6,0.43,0.29,2.1,0.075,19.0,66.0,0.99718,3.4,0.64,9.5,5.0,1.0,0.2835820895522388,22.041763341067284,0.2762794369161953
10.2,0.23,0.37,2.2,0.057,14.0,36.0,0.99614,3.23,0.49,9.3,4.0,0.0,0.3783783783783784,40.25974025974026,0.21566513086952263
7.1,0.75,0.01,2.2,0.059,11.0,18.0,0.99242,3.39,0.4,12.8,6.0,1.0,0.5789473684210527,17.0439414114514,0.30981551894099424
6.0,0.33,0.32,3.6500000000000004,0.054,6.0,113.0,0.99572,3.3,0.56,11.5,4.0,0.0,0.05263157894736842,34.74320241691843,0.6082319613397767
7.8,0.55,0.0,1.7,0.07,7.0,17.0,0.99659,3.26,0.64,9.4,6.0,1.0,0.3888888888888889,17.059891107078037,0.21792077938725804
7.1,0.75,0.01,2.2,0.059,11.0,18.0,0.99242,3.39,0.4,12.8,6.0,1.0,0.5789473684210527,17.0439414114514,0.30981551894099424
8.1,0.73,0.0,2.5,0.081,12.0,24.0,0.99798,3.38,0.46,9.6,4.0,0.0,0.48,13.132694938440492,0.3086038760646834
6.5,0.67,0.0,3.6500000000000004,0.057,11.0,20.0,0.99488,3.45,0.56,11.8,4.0,0.0,0.5238095238095238,17.58569299552906,0.5614520842947239
7.5,0.61,0.2,1.7,0.076,36.0,60.0,0.99494,3.1,0.4,9.3,5.0,1.0,0.5901639344262295,15.220949263502456,0.22663644847353684
9.8,0.37,0.39,2.5,0.079,28.0,65.0,0.99729,3.16,0.59,9.8,5.0,1.0,0.42424242424242425,26.415094339622645,0.2550760126517702
9.0,0.4,0.41,2.0,0.058,15.0,40.0,0.99414,3.22,0.6,12.2,6.0,1.0,0.36585365853658536,30.42394014962593,0.22219753360737698
8.3,0.56,0.22,2.4,0.082,10.0,86.0,0.9983,3.37,0.62,9.5,5.0,1.0,0.11494252873563218,16.93404634581105,0.28912179255511383
5.9,0.29,0.25,3.6500000000000004,0.067,42.0,122.0,0.99721,3.33,0.54,10.3,6.0,1.0,0.34146341463414637,35.39518900343643,0.6185392306388747
7.4,0.55,0.19,1.8,0.082,15.0,34.0,0.99655,3.49,0.68,10.5,5.0,1.0,0.42857142857142855,19.056261343012704,0.2432103769760843
7.4,0.74,0.07,1.7,0.086,15.0,48.0,0.99502,3.12,0.48,10.0,5.0,1.0,0.30612244897959184,13.49527665317139,0.22969868936630183
7.4,0.55,0.19,1.8,0.082,15.0,34.0,0.99655,3.49,0.68,10.5,5.0,1.0,0.42857142857142855,19.056261343012704,0.2432103769760843
6.9,0.41,0.33,2.2,0.081,22.0,36.0,0.9949,3.41,0.75,11.1,6.0,1.0,0.5945945945945946,27.007299270072995,0.3187943776264309
7.1,0.6,0.01,2.3,0.079,24.0,37.0,0.99514,3.4,0.61,10.9,6.0,1.0,0.631578947368421,18.136439267886857,0.3238980425292212
7.1,0.6,0.01,2.3,0.079,24.0,37.0,0.99514,3.4,0.61,10.9,6.0,1.0,0.631578947368421,18.136439267886857,0.3238980425292212
7.5,0.58,0.14,2.2,0.077,27.0,60.0,0.9963,3.28,0.59,9.8,5.0,1.0,0.4426229508196721,16.867469879518076,0.2932942274363418
7.1,0.72,0.0,1.8,0.11999999999999998,6.0,14.0,0.99627,3.45,0.58,9.8,5.0,1.0,0.4,13.592233009708739,0.2534854245880862
7.9,0.66,0.0,1.4,0.096,6.0,13.0,0.99569,3.43,0.58,9.5,5.0,1.0,0.42857142857142855,14.372163388804841,0.17719276041007465
7.8,0.7,0.06,1.9,0.079,20.0,35.0,0.99628,3.4,0.69,10.9,5.0,1.0,0.5555555555555556,15.549215406562055,0.24355851813870016
6.1,0.64,0.02,2.4,0.069,26.0,46.0,0.99358,3.47,0.45,11.0,5.0,1.0,0.5531914893617021,17.160686427457097,0.3933781347320111
7.5,0.59,0.22,1.8,0.082,42.0,60.0,0.99499,3.1,0.42,9.2,5.0,1.0,0.6885245901639344,15.566835871404399,0.23996800426609785
7.0,0.58,0.28,3.6500000000000004,0.085,12.0,69.0,0.99633,3.32,0.7,11.0,6.0,1.0,0.17142857142857143,18.932874354561104,0.5213540922725325
6.8,0.64,0.0,2.7,0.11999999999999998,15.0,33.0,0.99538,3.44,0.63,11.3,6.0,1.0,0.4411764705882353,17.628705148205928,0.39700044111160127
6.8,0.64,0.0,2.7,0.11999999999999998,15.0,33.0,0.99538,3.44,0.63,11.3,6.0,1.0,0.4411764705882353,17.628705148205928,0.39700044111160127
8.6,0.635,0.68,1.8,0.11999999999999998,19.0,56.0,0.99632,3.02,0.9999999999999999,9.3,5.0,1.0,0.3333333333333333,14.622641509433963,0.2092779909312871
6.3,1.0150000000000001,0.0,2.0,0.083,17.0,24.0,0.99437,3.59,0.55,11.2,4.0,0.0,0.68,11.023622047244094,0.3174099349309633
9.8,0.45,0.38,2.5,0.081,34.0,66.0,0.99726,3.15,0.58,9.8,5.0,1.0,0.5074626865671642,21.72949002217295,0.2550760126517702
8.2,0.78,0.0,2.2,0.089,13.0,26.0,0.9978,3.37,0.46,9.6,4.0,0.0,0.48148148148148145,12.291933418693981,0.26825996829654924
8.5,0.37,0.32,1.8,0.066,26.0,51.0,0.99456,3.38,0.72,11.8,6.0,1.0,0.5,31.80592991913747,0.21173979531819787
7.2,0.57,0.05,2.3,0.081,16.0,36.0,0.99564,3.38,0.6,10.3,6.0,1.0,0.43243243243243246,18.038528896672506,0.31940008332176084
7.2,0.57,0.05,2.3,0.081,16.0,36.0,0.99564,3.38,0.6,10.3,6.0,1.0,0.43243243243243246,18.038528896672506,0.31940008332176084
10.4,0.43,0.5,2.3,0.068,13.0,19.0,0.996,3.1,0.87,11.4,6.0,1.0,0.65,26.450116009280745,0.22113258340544178
6.9,0.41,0.31,2.0,0.079,21.0,51.0,0.99668,3.47,0.55,9.5,6.0,1.0,0.40384615384615385,23.114355231143552,0.28981307056948263
5.5,0.49,0.03,1.8,0.044,28.0,87.0,0.9922475000000001,3.5,0.82,13.5,7.5,,0.3181818181818182,27.4949083503055,0.32721323395746227
5.0,0.38,0.01,1.6,0.048,26.0,60.0,0.9922475000000001,3.6849999999999996,0.75,13.5,6.0,1.0,0.4262295081967213,35.43307086614173,0.3199360127974405
7.3,0.44,0.2,1.6,0.049,24.0,64.0,0.9935,3.38,0.57,11.7,6.0,1.0,0.36923076923076925,26.530612244897956,0.2191480619093275
5.9,0.46,0.0,1.9,0.077,25.0,44.0,0.99385,3.5,0.53,11.2,5.0,1.0,0.5555555555555556,24.295010845986983,0.32197932553804437
7.5,0.58,0.2,2.0,0.073,34.0,44.0,0.99494,3.1,0.43,9.3,5.0,1.0,0.7555555555555555,16.00688468158348,0.26663111585121985
7.8,0.58,0.13,2.1,0.102,17.0,36.0,0.9944,3.24,0.53,11.2,6.0,1.0,0.4594594594594595,19.27710843373494,0.2691962568901423
8.0,0.715,0.22,2.3,0.075,13.0,81.0,0.99688,3.24,0.54,9.5,6.0,1.0,0.15853658536585366,13.268156424581006,0.287464066991626
8.5,0.4,0.4,3.6500000000000004,0.05,3.0,10.0,0.99566,3.28,0.56,12.0,4.0,0.0,0.2727272727272727,29.92518703241895,0.42936125161745686
7.0,0.69,0.0,1.9,0.114,3.0,10.0,0.99636,3.35,0.6,9.7,6.0,1.0,0.2727272727272727,14.037626628075254,0.2713898014569347
8.0,0.715,0.22,2.3,0.075,13.0,81.0,0.99688,3.24,0.54,9.5,6.0,1.0,0.15853658536585366,13.268156424581006,0.287464066991626
9.8,0.3,0.39,1.7,0.062,3.0,9.0,0.9948,3.14,0.57,11.5,7.0,2.0,0.3,38.205980066445186,0.17345168860320376
7.1,0.46,0.2,1.9,0.077,28.0,54.0,0.9956,3.37,0.64,10.4,6.0,1.0,0.509090909090909,22.559652928416487,0.2675679481763132
7.1,0.46,0.2,1.9,0.077,28.0,54.0,0.9956,3.37,0.64,10.4,6.0,1.0,0.509090909090909,22.559652928416487,0.2675679481763132
7.9,0.765,0.0,2.0,0.084,9.0,22.0,0.99619,3.33,0.68,10.9,6.0,1.0,0.391304347826087,14.22976501305483,0.2531325148715352
8.7,0.63,0.28,2.7,0.096,17.0,69.0,0.99734,3.26,0.63,10.2,6.0,1.0,0.24285714285714285,16.164817749603802,0.31030915986668206
7.0,0.42,0.19,2.3,0.071,18.0,36.0,0.99476,3.39,0.56,10.9,5.0,1.0,0.4864864864864865,25.890736342042757,0.32852449650049986
11.3,0.37,0.5,1.8,0.09,20.0,47.0,0.99734,3.15,0.57,10.5,5.0,1.0,0.4166666666666667,28.30188679245283,0.15927794000530926
7.1,0.16,0.44,2.5,0.068,17.0,31.0,0.99328,3.35,0.54,12.4,6.0,1.0,0.53125,77.01863354037268,0.35206308970567524
8.0,0.6,0.08,2.6,0.056,3.0,7.0,0.99286,3.22,0.37,13.0,5.0,1.0,0.375,21.630615640599004,0.32495938007749037
7.0,0.6,0.3,3.6500000000000004,0.068,20.0,110.0,0.99914,3.3,0.9999999999999999,10.2,5.0,1.0,0.18018018018018017,16.97171381031614,0.5213540922725325
7.0,0.6,0.3,3.6500000000000004,0.068,20.0,110.0,0.99914,3.3,0.9999999999999999,10.2,5.0,1.0,0.18018018018018017,16.97171381031614,0.5213540922725325
7.6,0.74,0.0,1.9,0.1,6.0,12.0,0.99521,3.36,0.59,11.0,5.0,1.0,0.46153846153846156,14.84480431848853,0.2499671095908433
8.2,0.635,0.1,2.1,0.073,25.0,60.0,0.99638,3.29,0.75,10.9,6.0,1.0,0.4098360655737705,17.138364779874212,0.2560663333739788
5.9,0.395,0.13,2.4,0.056,14.0,28.0,0.99362,3.62,0.67,12.4,6.0,1.0,0.4827586206896552,31.31313131313131,0.40671072699542443
7.5,0.755,0.0,1.9,0.084,6.0,12.0,0.99672,3.34,0.49,9.7,4.0,0.0,0.46153846153846156,12.830687830687829,0.25329956005865883
8.2,0.635,0.1,2.1,0.073,25.0,60.0,0.99638,3.29,0.75,10.9,6.0,1.0,0.4098360655737705,17.138364779874212,0.2560663333739788
6.6,0.63,0.0,3.6500000000000004,0.093,42.0,77.5,0.99558,3.2,0.45,9.5,5.0,1.0,0.535031847133758,15.055467511885896,0.5529465232540525
6.6,0.63,0.0,3.6500000000000004,0.093,42.0,77.5,0.99558,3.2,0.45,9.5,5.0,1.0,0.535031847133758,15.055467511885896,0.5529465232540525
7.2,0.53,0.14,2.1,0.064,15.0,29.0,0.99323,3.35,0.61,12.1,6.0,1.0,0.5,22.78719397363465,0.2916261630329121
5.7,0.6,0.0,1.4,0.063,11.0,18.0,0.9922475000000001,3.45,0.56,12.2,6.0,1.0,0.5789473684210527,20.299500831946755,0.24557095246447988
7.6,1.0150000000000001,0.0,2.1,0.11999999999999998,5.0,9.0,0.99476,3.5,0.4,10.9,3.5,,0.5,10.728346456692913,0.2762794369161953
5.2,0.645,0.0,2.15,0.08,15.0,28.0,0.99444,3.6849999999999996,0.61,12.5,6.0,1.0,0.5172413793103449,19.349845201238388,0.41338204191501626
6.7,0.86,0.07,2.0,0.1,20.0,57.0,0.99598,3.6,0.74,11.7,6.0,1.0,0.3448275862068966,13.588850174216027,0.29846291598268915
9.1,0.37,0.32,2.1,0.064,4.0,15.0,0.99576,3.3,0.8,11.2,6.0,1.0,0.25,30.188679245283016,0.23074387429952756
8.0,0.28,0.44,1.8,0.081,28.0,68.0,0.99501,3.36,0.66,11.2,5.0,1.0,0.4057971014492754,39.857651245551594,0.22497187851518563
7.6,0.79,0.21,2.3,0.087,21.0,68.0,0.9955,3.12,0.44,9.2,5.0,1.0,0.30434782608695654,11.630847029077117,0.30259176424154716
7.5,0.61,0.26,1.9,0.073,24.0,88.0,0.99612,3.3,0.53,9.8,5.0,1.0,0.2696629213483146,16.039279869067105,0.25329956005865883
9.7,0.69,0.32,2.5,0.088,22.0,91.0,0.9979,3.29,0.62,10.1,5.0,1.0,0.2391304347826087,14.616497829232996,0.2577053911967839
6.8,0.68,0.09,3.6500000000000004,0.068,15.0,29.0,0.99524,3.41,0.52,11.1,4.0,0.0,0.5,16.299559471365637,0.5366857815027203
9.7,0.69,0.32,2.5,0.088,22.0,91.0,0.9979,3.29,0.62,10.1,5.0,1.0,0.2391304347826087,14.616497829232996,0.2577053911967839
7.0,0.62,0.1,1.4,0.071,27.0,63.0,0.996,3.28,0.61,9.2,5.0,1.0,0.421875,14.814814814814813,0.1999714326524782
7.5,0.61,0.26,1.9,0.073,24.0,88.0,0.99612,3.3,0.53,9.8,5.0,1.0,0.2696629213483146,16.039279869067105,0.25329956005865883
6.5,0.51,0.15,3.0,0.064,12.0,27.0,0.9929,3.33,0.59,12.8,6.0,1.0,0.42857142857142855,25.048923679060668,0.46146746654360865
8.0,1.0150000000000001,0.21,1.9,0.083,14.0,41.0,0.99532,3.34,0.47,10.5,5.0,1.0,0.3333333333333333,10.334645669291339,0.2374703162104737
7.0,0.36,0.21,2.3,0.086,20.0,65.0,0.99558,3.4,0.54,10.1,6.0,1.0,0.30303030303030304,27.977839335180054,0.32852449650049986
7.0,0.36,0.21,2.4,0.086,24.0,69.0,0.99556,3.4,0.53,10.1,6.0,1.0,0.34285714285714286,27.977839335180054,0.3428081702613912
7.5,0.63,0.27,2.0,0.083,17.0,91.0,0.99616,3.26,0.58,9.8,6.0,1.0,0.18478260869565216,15.530903328050714,0.26663111585121985
5.4,0.74,0.0,1.2,0.041,16.0,46.0,0.99258,3.6849999999999996,0.59,12.5,6.0,1.0,0.3404255319148936,16.869095816464238,0.22218107757822622
9.9,0.44,0.46,2.2,0.091,10.0,41.0,0.99638,3.18,0.69,11.9,6.0,1.0,0.23809523809523808,26.984126984126984,0.2221997778002222
7.5,0.63,0.27,2.0,0.083,17.0,91.0,0.99616,3.26,0.58,9.8,6.0,1.0,0.18478260869565216,15.530903328050714,0.26663111585121985
9.1,0.76,0.68,1.7,0.11999999999999998,18.0,64.0,0.99652,2.925,0.9999999999999999,9.1,6.0,1.0,0.27692307692307694,11.957950065703022,0.18679266014723658
9.7,0.66,0.34,2.6,0.094,12.0,88.0,0.99796,3.26,0.66,10.1,5.0,1.0,0.1348314606741573,15.279878971255672,0.26801360684465525
5.0,0.74,0.0,1.2,0.041,16.0,46.0,0.99258,3.6849999999999996,0.59,12.5,6.0,1.0,0.3404255319148936,16.869095816464238,0.23995200959808036
9.1,0.34,0.42,1.8,0.058,9.0,18.0,0.99392,3.18,0.55,11.4,5.0,1.0,0.47368421052631576,33.43108504398827,0.19778046368530933
9.1,0.36,0.39,1.8,0.06,21.0,55.0,0.99495,3.18,0.82,11.0,7.0,2.0,0.375,30.470914127423825,0.19778046368530933
6.7,0.46,0.24,1.7,0.077,18.0,34.0,0.9948,3.39,0.6,10.6,6.0,1.0,0.5142857142857142,22.993492407809107,0.25369347858528574
6.7,0.46,0.24,1.7,0.077,18.0,34.0,0.9948,3.39,0.6,10.6,6.0,1.0,0.5142857142857142,22.993492407809107,0.25369347858528574
6.7,0.46,0.24,1.7,0.077,18.0,34.0,0.9948,3.39,0.6,10.6,6.0,1.0,0.5142857142857142,22.993492407809107,0.25369347858528574
6.7,0.46,0.24,1.7,0.077,18.0,34.0,0.9948,3.39,0.6,10.6,6.0,1.0,0.5142857142857142,22.993492407809107,0.25369347858528574
6.5,0.52,0.11,1.8,0.073,13.0,38.0,0.9955,3.34,0.52,9.3,5.0,1.0,0.3333333333333333,17.850287907869482,0.2768804799261652
7.4,0.6,0.26,2.1,0.083,17.0,91.0,0.99616,3.29,0.56,9.8,6.0,1.0,0.18478260869565216,16.30615640599002,0.2837454398054317
7.4,0.6,0.26,2.1,0.083,17.0,91.0,0.99616,3.29,0.56,9.8,6.0,1.0,0.18478260869565216,16.30615640599002,0.2837454398054317
7.8,0.87,0.26,3.6500000000000004,0.107,31.0,67.0,0.99668,3.26,0.46,9.2,5.0,1.0,0.45588235294117646,10.562571756601606,0.46788873221381877
8.4,0.39,0.1,1.7,0.075,6.0,25.0,0.99581,3.09,0.43,9.7,6.0,1.0,0.23076923076923078,24.808184143222505,0.20235686227830021
9.1,0.775,0.22,2.2,0.079,12.0,48.0,0.9976,3.18,0.51,9.6,5.0,1.0,0.24489795918367346,12.371134020618555,0.2417316778376003
7.2,0.835,0.0,2.0,0.11999999999999998,4.0,11.0,0.99608,3.39,0.52,10.0,5.0,1.0,0.3333333333333333,11.961722488038278,0.2777392028884877
6.6,0.58,0.02,2.4,0.069,19.0,40.0,0.99387,3.38,0.66,12.6,6.0,1.0,0.4634146341463415,21.686746987951807,0.3635812755643084
6.0,0.5,0.0,1.4,0.057,15.0,26.0,0.99448,3.36,0.45,9.5,5.0,1.0,0.5555555555555556,18.962075848303392,0.23329445092484583
6.0,0.5,0.0,1.4,0.057,15.0,26.0,0.99448,3.36,0.45,9.5,5.0,1.0,0.5555555555555556,18.962075848303392,0.23329445092484583
6.0,0.5,0.0,1.4,0.057,15.0,26.0,0.99448,3.36,0.45,9.5,5.0,1.0,0.5555555555555556,18.962075848303392,0.23329445092484583
7.5,0.51,0.02,1.7,0.084,13.0,31.0,0.99538,3.36,0.54,10.5,6.0,1.0,0.40625,20.54794520547945,0.22663644847353684
7.5,0.51,0.02,1.7,0.084,13.0,31.0,0.99538,3.36,0.54,10.5,6.0,1.0,0.40625,20.54794520547945,0.22663644847353684
7.5,0.51,0.02,1.7,0.084,13.0,31.0,0.99538,3.36,0.54,10.5,6.0,1.0,0.40625,20.54794520547945,0.22663644847353684
7.6,0.54,0.02,1.7,0.085,17.0,31.0,0.99589,3.37,0.51,10.4,6.0,1.0,0.53125,19.223659889094268,0.22365478226549138
7.5,0.51,0.02,1.7,0.084,13.0,31.0,0.99538,3.36,0.54,10.5,6.0,1.0,0.40625,20.54794520547945,0.22663644847353684
11.5,0.42,0.48,2.6,0.077,8.0,20.0,0.99852,3.09,0.53,11.0,5.0,1.0,0.38095238095238093,26.128266033254157,0.226067298495783
8.2,0.44,0.24,2.3,0.063,10.0,28.0,0.99613,3.25,0.53,10.2,6.0,1.0,0.3448275862068966,23.12925170068027,0.28045360321911966
6.1,0.59,0.01,2.1,0.056,5.0,13.0,0.99472,3.52,0.56,11.4,5.0,1.0,0.35714285714285715,19.289340101522843,0.3442058678905098
7.2,0.655,0.03,1.8,0.078,7.0,12.0,0.99587,3.34,0.39,9.5,5.0,1.0,0.5384615384615384,14.48170731707317,0.24996528259963893
7.2,0.655,0.03,1.8,0.078,7.0,12.0,0.99587,3.34,0.39,9.5,5.0,1.0,0.5384615384615384,14.48170731707317,0.24996528259963893
6.9,0.57,0.0,2.8,0.081,21.0,41.0,0.99518,3.41,0.52,10.8,5.0,1.0,0.5,18.914185639229427,0.4057382987972757
9.0,0.6,0.29,2.0,0.069,32.0,73.0,0.99654,3.34,0.57,10.0,5.0,1.0,0.43243243243243246,16.638935108153078,0.22219753360737698
7.2,0.62,0.01,2.3,0.065,8.0,46.0,0.99332,3.32,0.51,11.8,6.0,1.0,0.1702127659574468,19.001610305958135,0.31940008332176084
7.6,0.645,0.03,1.9,0.086,14.0,57.0,0.9969,3.37,0.46,10.3,5.0,1.0,0.2413793103448276,15.944272445820435,0.2499671095908433
7.6,0.645,0.03,1.9,0.086,14.0,57.0,0.9969,3.37,0.46,10.3,5.0,1.0,0.2413793103448276,15.944272445820435,0.2499671095908433
7.2,0.58,0.03,2.3,0.077,7.0,28.0,0.99568,3.35,0.52,10.0,5.0,1.0,0.2413793103448276,17.211703958691913,0.31940008332176084
6.1,0.32,0.25,1.8,0.086,5.0,32.0,0.99464,3.36,0.44,10.1,5.0,1.0,0.15151515151515152,31.464174454828658,0.2950336010490084
6.1,0.34,0.25,1.8,0.084,4.0,28.0,0.99464,3.36,0.44,10.1,5.0,1.0,0.13793103448275862,29.618768328445743,0.2950336010490084
7.3,0.43,0.24,2.5,0.078,27.0,67.0,0.99648,3.6,0.59,11.1,6.0,1.0,0.39705882352941174,25.754060324825986,0.3424188467333242
7.4,0.64,0.17,3.6500000000000004,0.11999999999999998,42.0,98.0,0.99736,3.28,0.5,9.5,5.0,1.0,0.42424242424242425,14.820592823712948,0.49317659775705985
11.6,0.475,0.4,1.4,0.091,6.0,28.0,0.99704,3.07,0.65,10.0333333333333,6.0,1.0,0.20689655172413793,21.07843137254895,0.1206792517886389
9.2,0.54,0.31,2.3,0.112,11.0,38.0,0.99699,3.24,0.56,10.9,5.0,1.0,0.28205128205128205,20.147874306839185,0.24997282904032173
8.3,0.85,0.14,2.5,0.093,13.0,54.0,0.99724,3.36,0.54,10.1,5.0,1.0,0.23636363636363636,11.868390129259694,0.3011685339115769
11.6,0.475,0.4,1.4,0.091,6.0,28.0,0.99704,3.07,0.65,10.0333333333333,6.0,1.0,0.20689655172413793,21.07843137254895,0.1206792517886389
8.0,0.83,0.27,2.0,0.08,11.0,63.0,0.99652,3.29,0.48,9.8,4.0,0.0,0.171875,11.793020457280386,0.2499687539057618
7.2,0.605,0.02,1.9,0.096,10.0,31.0,0.995,3.46,0.53,11.8,6.0,1.0,0.3125,19.471947194719473,0.26385224274406327
7.8,0.5,0.09,2.2,0.115,10.0,42.0,0.9971,3.18,0.62,9.5,5.0,1.0,0.23255813953488372,18.962075848303392,0.2820151262658634
7.3,0.74,0.08,1.7,0.094,10.0,45.0,0.99576,3.24,0.5,9.8,5.0,1.0,0.21739130434782608,13.225371120107964,0.23284481577866045
6.9,0.54,0.3,2.2,0.088,9.0,105.0,0.99725,3.25,0.9999999999999999,10.5,6.0,1.0,0.08490566037735849,19.408502772643253,0.3187943776264309
8.0,0.77,0.32,2.1,0.079,16.0,74.0,0.99656,3.27,0.5,9.8,6.0,1.0,0.21333333333333335,12.71076523994812,0.2624671916010499
6.6,0.61,0.0,1.6,0.069,4.0,8.0,0.99396,3.33,0.37,10.4,4.0,0.0,0.4444444444444444,17.02127659574468,0.2423875170428723
8.7,0.78,0.51,1.7,0.11999999999999998,12.0,66.0,0.99623,3.0,0.9999999999999999,9.2,5.0,1.0,0.1791044776119403,11.779769526248398,0.19537984139754053
7.5,0.58,0.56,3.1,0.11999999999999998,5.0,14.0,0.99476,3.21,0.9999999999999999,11.6,6.0,1.0,0.3333333333333333,19.965576592082616,0.41327822956939075
8.7,0.78,0.51,1.7,0.11999999999999998,12.0,66.0,0.99623,3.0,0.9999999999999999,9.2,5.0,1.0,0.1791044776119403,11.779769526248398,0.19537984139754053
7.7,0.75,0.27,3.6500000000000004,0.11,34.0,89.0,0.99664,3.24,0.45,9.3,5.0,1.0,0.37777777777777777,12.383488681757658,0.47396442020516816
6.8,0.815,0.0,1.2,0.11999999999999998,16.0,29.0,0.99471,3.32,0.51,9.8,3.5,,0.5333333333333333,12.00980392156863,0.17644464049404499
7.2,0.56,0.26,2.0,0.083,13.0,100.0,0.99586,3.26,0.52,9.9,5.0,1.0,0.12871287128712872,17.64705882352941,0.2777392028884877
8.2,0.885,0.2,1.4,0.086,7.0,31.0,0.9946,3.11,0.46,10.0,5.0,1.0,0.21875,11.28668171557562,0.17071088891598588
5.2,0.49,0.26,2.3,0.09,23.0,74.0,0.9953,3.6849999999999996,0.62,12.2,6.0,1.0,0.30666666666666664,24.84725050916497,0.4422226494904825
7.2,0.45,0.15,2.0,0.078,10.0,28.0,0.99609,3.29,0.51,9.9,6.0,1.0,0.3448275862068966,21.951219512195124,0.2777392028884877
7.5,0.57,0.02,2.6,0.077,11.0,35.0,0.99557,3.36,0.62,10.8,6.0,1.0,0.3055555555555556,18.914185639229427,0.3466204506065858
7.5,0.57,0.02,2.6,0.077,11.0,35.0,0.99557,3.36,0.62,10.8,6.0,1.0,0.3055555555555556,18.914185639229427,0.3466204506065858
6.8,0.83,0.09,1.8,0.074,4.0,25.0,0.99534,3.38,0.45,9.6,5.0,1.0,0.15384615384615385,11.552346570397113,0.2646669607410675
8.0,0.6,0.22,2.1,0.08,25.0,105.0,0.99613,3.3,0.49,9.9,5.0,1.0,0.2358490566037736,16.472545757071547,0.2624671916010499
8.0,0.6,0.22,2.1,0.08,25.0,105.0,0.99613,3.3,0.49,9.9,5.0,1.0,0.2358490566037736,16.472545757071547,0.2624671916010499
7.1,0.755,0.15,1.8,0.107,20.0,84.0,0.99593,3.19,0.5,9.5,5.0,1.0,0.23529411764705882,12.566137566137566,0.2534854245880862
8.0,0.81,0.25,3.4,0.076,34.0,85.0,0.99668,3.19,0.42,9.2,5.0,1.0,0.3953488372093023,11.344019728729961,0.42494688163979505
7.4,0.64,0.07,1.8,0.1,8.0,23.0,0.9961,3.3,0.58,9.6,5.0,1.0,0.3333333333333333,14.976599063962558,0.2432103769760843
7.4,0.64,0.07,1.8,0.1,8.0,23.0,0.9961,3.3,0.58,9.6,5.0,1.0,0.3333333333333333,14.976599063962558,0.2432103769760843
6.6,0.64,0.31,3.6500000000000004,0.083,7.0,49.0,0.99718,3.35,0.68,10.3,5.0,1.0,0.14,16.06864274570983,0.5529465232540525
6.7,0.48,0.02,2.2,0.08,36.0,111.0,0.99524,3.1,0.53,9.7,5.0,1.0,0.32142857142857145,20.166320166320165,0.32830920758095805
6.0,0.49,0.0,2.3,0.068,15.0,33.0,0.99292,3.58,0.59,12.5,6.0,1.0,0.4411764705882353,25.45824847250509,0.38326945509081817
8.0,0.64,0.22,2.4,0.094,5.0,33.0,0.99612,3.37,0.58,11.0,5.0,1.0,0.14705882352941177,17.160686427457097,0.29996250468691416
7.1,0.62,0.06,1.3,0.07,5.0,12.0,0.9942,3.17,0.48,9.8,5.0,1.0,0.38461538461538464,15.780998389694043,0.18307280664695114
8.0,0.52,0.25,2.0,0.078,19.0,59.0,0.99612,3.3,0.48,10.2,5.0,1.0,0.31666666666666665,19.577735124760075,0.2499687539057618
6.4,0.57,0.14,3.6500000000000004,0.07,27.0,73.0,0.99669,3.32,0.48,9.2,5.0,1.0,0.36486486486486486,16.112084063047284,0.5702234025933448
8.6,0.685,0.1,1.6,0.092,3.0,12.0,0.99745,3.31,0.65,9.55,6.0,1.0,0.23076923076923078,13.921282798833818,0.18602488082781074
8.7,0.675,0.1,1.6,0.09,4.0,11.0,0.99745,3.31,0.65,9.55,5.0,1.0,0.3333333333333333,14.127218934911243,0.1838869095506264
7.3,0.59,0.26,2.0,0.08,17.0,104.0,0.99584,3.28,0.52,9.9,5.0,1.0,0.1619047619047619,16.751269035532996,0.27393507738665934
7.0,0.6,0.12,2.2,0.083,13.0,28.0,0.9966,3.52,0.62,10.2,7.0,2.0,0.4482758620689655,16.97171381031614,0.3142408227396086
7.2,0.67,0.0,2.2,0.068,10.0,24.0,0.9956,3.42,0.72,11.1,6.0,1.0,0.4,16.542473919523097,0.3055131231773365
7.9,0.69,0.21,2.1,0.08,33.0,122.0,0.9962,3.25,0.51,9.9,5.0,1.0,0.2682926829268293,14.327062228654126,0.265789140615112
